id,self_reported_sleep_duration
User #15405,8.166666666666668
User #15405,7.666666666666669
User #15405,8.0
User #15405,6.833333333333331
User #15405,7.25
User #15405,6.666666666666668
User #15405,8.083333333333332
User #15405,7.333333333333331
User #15405,7.833333333333331
User #15405,6.666666666666669
User #15405,6.833333333333331
User #15405,5.916666666666668
User #15405,6.916666666666669
User #15405,8.166666666666668
User #15405,8.0
User #15405,8.916666666666668
User #15405,8.166666666666668
User #15405,8.0
User #15405,6.5
User #15405,6.833333333333332
User #15405,8.166666666666668
User #15405,7.916666666666669
User #15405,7.333333333333331
User #15405,7.333333333333331
User #15405,7.666666666666669
User #15405,7.833333333333331
User #15405,7.916666666666669
User #15405,8.166666666666668
User #15405,7.666666666666669
User #15405,8.083333333333332
User #15405,6.916666666666669
User #15405,8.083333333333332
User #15405,6.666666666666669
User #15405,7.916666666666669
User #15405,7.833333333333331
User #15405,6.75
User #15405,6.583333333333331
User #15405,7.833333333333332
User #15405,5.916666666666668
User #15405,7.333333333333331
User #15405,8.25
User #15405,6.833333333333331
User #15405,7.5
User #15405,8.583333333333332
User #15405,7.0
User #15405,5.75
User #15405,7.0
User #15405,4.75
User #15405,7.333333333333331
User #15405,5.75
User #15405,6.583333333333331
User #15448,8.25
User #15448,7.95
User #15448,5.966666666666665
User #15448,7.916666666666669
User #15448,9.916666666666668
User #15448,5.966666666666665
User #15448,4.966666666666665
User #15448,10.716666666666663
User #15448,9.966666666666663
User #15448,9.916666666666668
User #15448,9.166666666666668
User #15448,6.666666666666669
User #15448,7.666666666666669
User #15448,9.216666666666663
User #15448,9.216666666666663
User #15448,7.466666666666666
User #15448,7.966666666666666
User #15448,9.166666666666668
User #15448,7.233333333333334
User #15448,7.733333333333334
User #15448,9.483333333333334
User #15448,8.233333333333334
User #15448,9.983333333333334
User #15448,7.233333333333334
User #15448,7.466666666666666
User #15448,6.716666666666666
User #15448,6.716666666666666
User #15448,9.666666666666668
User #15448,7.583333333333331
User #15448,8.983333333333334
User #15448,9.216666666666663
User #15448,6.966666666666666
User #15448,8.466666666666665
User #15448,8.166666666666668
User #15448,7.983333333333334
User #15448,8.216666666666665
User #15448,7.583333333333331
User #15448,8.216666666666665
User #15448,7.216666666666665
User #15448,7.733333333333334
User #15448,8.466666666666665
User #15448,7.966666666666666
User #15448,8.966666666666665
User #15448,8.216666666666665
User #15448,7.716666666666665
User #15448,7.416666666666669
User #15448,8.716666666666665
User #15448,6.833333333333331
User #15448,7.833333333333332
User #15448,7.666666666666669
User #15448,9.216666666666663
User #17984,8.0
User #17984,9.5
User #17984,7.75
User #17984,3.833333333333332
User #17984,7.583333333333331
User #17984,9.333333333333332
User #17984,8.416666666666668
User #17984,8.25
User #17984,8.25
User #17984,6.833333333333332
User #17984,6.666666666666669
User #17984,7.5
User #17984,8.5
User #17984,8.5
User #17984,8.083333333333332
User #17984,8.25
User #17984,7.583333333333332
User #17984,7.333333333333331
User #17984,8.0
User #17984,9.333333333333332
User #17984,9.083333333333332
User #17984,8.0
User #17984,5.5
User #17984,10.25
User #17984,8.083333333333332
User #17984,8.25
User #17984,9.166666666666668
User #17984,7.75
User #17984,7.25
User #17984,7.916666666666669
User #17984,8.583333333333332
User #17984,8.5
User #17984,8.25
User #17984,7.25
User #17984,8.25
User #17984,8.0
User #17984,8.0
User #17984,8.0
User #17984,8.0
User #17984,8.75
User #17984,7.5
User #17984,7.75
User #17984,6.75
User #17984,7.75
User #17984,7.5
User #17984,9.166666666666668
User #17984,7.75
User #17984,9.0
User #17984,9.0
User #17984,8.166666666666668
User #17984,8.5
User #17984,8.0
User #17984,7.666666666666668
User #17984,7.25
User #17984,6.166666666666668
User #17984,7.5
User #17984,8.0
User #17984,8.0
User #17984,10.0
User #17984,8.75
User #18001,5.0
User #18001,7.0
User #18001,8.083333333333332
User #18001,8.833333333333332
User #18001,7.513888888888888
User #18001,8.916666666666668
User #18001,7.833333333333331
User #18001,7.166666666666668
User #18001,6.333333333333332
User #18001,8.833333333333332
User #18001,6.916666666666669
User #18001,8.833333333333332
User #18001,7.916666666666668
User #18001,6.916666666666669
User #18001,8.833333333333332
User #18001,6.666666666666669
User #18001,8.0
User #18001,8.25
User #18001,7.0
User #18001,7.916666666666669
User #18001,6.916666666666669
User #18001,7.416666666666669
User #18001,6.5
User #18001,7.0
User #18001,9.25
User #18001,7.5
User #18001,7.25
User #18001,7.333333333333331
User #18001,9.083333333333332
User #18001,8.583333333333332
User #18001,8.166666666666668
User #18001,6.416666666666668
User #18001,9.166666666666668
User #18001,8.0
User #18001,8.083333333333332
User #18001,9.333333333333332
User #18001,8.333333333333332
User #18001,8.666666666666668
User #18001,8.166666666666668
User #18001,8.583333333333332
User #18001,8.833333333333332
User #18001,8.083333333333332
User #18001,8.916666666666668
User #18001,8.083333333333332
User #18001,7.833333333333331
User #18001,7.0
User #18001,8.75
User #18001,7.5
User #18001,7.666666666666668
User #18001,7.0
User #18001,8.75
User #18001,7.333333333333331
User #18001,5.25
User #18001,8.75
User #18001,7.25
User #18001,7.833333333333332
User #23745,9.7
User #23745,6.916666666666669
User #23745,7.616666666666667
User #23745,8.75
User #23745,7.916666666666669
User #23745,9.45
User #23745,9.7
User #23745,7.449999999999999
User #23745,7.416666666666669
User #23745,11.95
User #23745,8.45
User #23745,7.666666666666669
User #23745,9.7
User #23745,8.683333333333334
User #23745,9.916666666666668
User #23745,8.95
User #23745,8.433333333333334
User #23745,9.433333333333334
User #23745,7.6833333333333345
User #23745,9.416666666666668
User #23745,7.383333333333333
User #23745,7.583333333333331
User #23745,10.666666666666668
User #23745,10.666666666666666
User #23745,8.166666666666668
User #23745,9.483333333333334
User #23745,8.0
User #23745,9.95
User #23745,9.716666666666663
User #23745,9.716666666666663
User #23745,8.216666666666665
User #23745,8.716666666666665
User #23745,8.45
User #23745,8.916666666666668
User #23745,9.416666666666668
User #23745,8.416666666666668
User #23745,9.183333333333334
User #23745,9.666666666666668
User #23745,7.166666666666669
User #23745,9.45
User #23745,8.95
User #23745,9.2
User #23745,8.666666666666668
User #23745,9.666666666666668
User #23745,9.166666666666668
User #23745,9.2
User #23745,9.7
User #23745,9.083333333333332
User #23745,8.833333333333332
User #23745,10.2
User #23768,6.833333333333332
User #23768,7.216666666666665
User #23768,5.216666666666665
User #23768,7.083333333333331
User #23768,4.233333333333334
User #23768,9.833333333333332
User #23768,7.5
User #23768,6.416666666666668
User #23768,7.083333333333332
User #23768,7.166666666666668
User #23768,6.983333333333334
User #23768,7.416666666666668
User #23768,8.583333333333332
User #23768,8.5
User #23768,8.75
User #23768,8.666666666666668
User #23768,3.916666666666668
User #23768,3.5
User #23768,8.833333333333332
User #23768,6.833333333333331
User #23768,7.083333333333331
User #23768,9.666666666666668
User #23768,8.166666666666668
User #23768,7.416666666666669
User #23768,9.333333333333332
User #23768,5.166666666666668
User #23768,6.833333333333331
User #23768,7.833333333333331
User #23768,7.583333333333331
User #23768,8.166666666666668
User #23768,7.0
User #23768,7.416666666666668
User #23768,8.166666666666668
User #23768,6.25
User #23768,8.416666666666668
User #23768,8.083333333333332
User #23768,8.0
User #23768,8.166666666666668
User #23768,6.75
User #23768,5.75
User #23768,9.333333333333332
User #23768,7.333333333333331
User #23768,7.416666666666669
User #23768,6.916666666666668
User #23768,7.833333333333331
User #23768,8.083333333333332
User #23768,7.083333333333331
User #23768,8.833333333333332
User #23768,7.916666666666669
User #23768,7.666666666666669
User #23768,5.25
User #23769,9.0
User #23769,6.416666666666669
User #23769,9.75
User #23769,6.25
User #23769,8.333333333333332
User #23769,9.083333333333332
User #23769,9.083333333333332
User #23769,9.333333333333332
User #23769,8.5
User #23769,9.833333333333332
User #23769,9.75
User #23769,8.166666666666668
User #23769,9.75
User #23769,7.0
User #23769,8.75
User #23769,8.25
User #23769,9.75
User #23769,9.75
User #23769,8.25
User #23769,9.75
User #23769,7.333333333333331
User #23769,6.916666666666669
User #23769,8.5
User #23769,8.75
User #23769,8.416666666666668
User #23769,9.416666666666668
User #23769,10.25
User #23769,8.833333333333332
User #23769,9.5
User #23769,9.25
User #23769,9.25
User #23769,9.75
User #23769,8.916666666666668
User #23769,9.083333333333332
User #23769,9.25
User #23769,8.75
User #23769,8.916666666666668
User #23769,8.666666666666668
User #23769,9.083333333333332
User #23769,9.75
User #23769,8.75
User #23769,8.666666666666668
User #23769,9.166666666666668
User #23769,8.666666666666668
User #23769,8.75
User #23769,8.833333333333332
User #23769,8.833333333333332
User #23769,8.583333333333332
User #23769,9.0
User #23769,10.0
User #23778,9.75
User #23778,8.166666666666668
User #23778,9.583333333333332
User #23778,7.0
User #23778,8.333333333333332
User #23778,7.916666666666668
User #23778,8.25
User #23778,9.25
User #23778,8.5
User #23778,8.5
User #23778,7.0
User #23778,8.916666666666668
User #23778,9.166666666666668
User #23778,9.416666666666668
User #23778,9.25
User #23778,8.416666666666668
User #23778,8.333333333333332
User #23778,6.583333333333331
User #23778,9.916666666666668
User #23778,8.75
User #23778,8.0
User #23778,4.416666666666668
User #23778,7.5
User #23778,7.833333333333332
User #23778,8.5
User #23778,5.666666666666668
User #23778,8.916666666666668
User #23778,9.0
User #23778,6.416666666666669
User #23778,9.0
User #23778,8.416666666666668
User #23778,8.333333333333332
User #23778,8.416666666666668
User #23778,7.75
User #23778,8.25
User #23778,6.833333333333331
User #23778,8.916666666666668
User #23778,8.583333333333332
User #23778,8.333333333333332
User #23778,7.75
User #23778,7.666666666666669
User #23778,8.166666666666668
User #23778,9.0
User #23778,8.5
User #23778,7.416666666666668
User #23778,7.333333333333332
User #23778,7.0
User #23778,7.916666666666668
User #23778,7.75
User #23778,7.5
User #23778,6.416666666666668
User #23778,6.25
User #23778,7.416666666666668
User #23778,8.833333333333332
User #23867,17.75
User #23867,9.083333333333332
User #23867,6.416666666666669
User #23867,9.916666666666668
User #23867,9.166666666666668
User #23867,10.666666666666668
User #23867,10.083333333333332
User #23867,9.5
User #23867,8.583333333333332
User #23867,10.166666666666668
User #23867,10.416666666666668
User #23867,9.166666666666668
User #23867,9.416666666666668
User #23867,9.366666666666667
User #23867,9.416666666666668
User #23867,9.666666666666668
User #23867,9.833333333333332
User #23867,7.25
User #23867,10.75
User #23867,9.333333333333332
User #23867,9.583333333333332
User #23867,8.416666666666668
User #23867,7.916666666666669
User #23867,9.333333333333332
User #23867,9.416666666666668
User #23867,9.666666666666668
User #23867,8.5
User #23867,10.666666666666668
User #23867,9.666666666666668
User #23867,8.833333333333332
User #23867,9.833333333333332
User #23867,10.416666666666668
User #23867,9.5
User #23867,9.583333333333332
User #23867,7.25
User #23867,9.416666666666668
User #23867,9.416666666666668
User #23867,9.666666666666668
User #23867,10.083333333333332
User #23867,6.233333333333334
User #23867,10.9
User #23867,8.916666666666668
User #23867,9.25
User #23867,9.333333333333332
User #23867,9.916666666666668
User #23867,9.916666666666668
User #23867,7.5
User #23867,9.583333333333332
User #23867,9.416666666666668
User #23867,9.916666666666668
User #23867,9.0
User #23867,10.5
User #23878,7.0
User #23878,7.0
User #23878,8.75
User #23878,9.25
User #23878,7.444444444444443
User #23878,7.25
User #23878,9.0
User #23878,7.583333333333331
User #23878,7.0
User #23878,9.0
User #23878,8.666666666666668
User #23878,8.083333333333332
User #23878,7.5
User #23878,9.0
User #23878,7.75
User #23878,5.75
User #23878,9.25
User #23878,7.416666666666669
User #23878,7.5
User #23878,9.0
User #23878,8.25
User #23878,8.666666666666668
User #23878,9.0
User #23878,7.194444444444443
User #23878,9.0
User #23878,9.333333333333332
User #23878,6.25
User #23878,8.333333333333332
User #23878,9.333333333333332
User #23878,9.25
User #23878,8.666666666666668
User #23878,5.833333333333332
User #23878,9.0
User #23878,8.333333333333332
User #23878,8.666666666666668
User #23878,8.666666666666668
User #23878,7.5
User #23878,8.5
User #23878,7.416666666666669
User #23878,9.0
User #23878,7.25
User #23878,8.083333333333332
User #23878,7.5
User #23878,8.166666666666668
User #23878,7.25
User #23878,9.083333333333332
User #23878,8.916666666666668
User #23878,7.25
User #23878,8.5
User #23878,9.666666666666668
User #23878,7.666666666666668
User #23878,7.0
User #23878,7.833333333333331
User #23893,5.333333333333332
User #23893,5.5
User #23893,7.916666666666669
User #23893,8.0
User #23893,6.916666666666669
User #23893,7.166666666666669
User #23893,8.5
User #23893,7.25
User #23893,7.166666666666669
User #23893,8.666666666666668
User #23893,4.333333333333332
User #23893,9.416666666666668
User #23893,6.75
User #23893,7.083333333333331
User #23893,7.666666666666669
User #23893,7.416666666666668
User #23893,6.513888888888888
User #23893,3.916666666666668
User #23893,9.666666666666668
User #23893,8.416666666666668
User #23893,5.333333333333332
User #23893,5.916666666666668
User #23893,7.833333333333331
User #23893,9.0
User #23893,4.083333333333332
User #23893,9.916666666666668
User #23893,7.916666666666669
User #23893,10.25
User #23893,9.25
User #23893,7.75
User #23893,8.25
User #23893,7.75
User #23893,8.833333333333332
User #23893,7.333333333333331
User #23893,5.25
User #23893,8.833333333333332
User #23893,7.833333333333331
User #23893,7.75
User #23893,7.25
User #23893,7.916666666666669
User #23893,8.083333333333332
User #23893,7.333333333333331
User #23893,8.583333333333332
User #23893,9.583333333333332
User #23893,8.083333333333332
User #23893,6.416666666666669
User #23893,7.833333333333331
User #23893,8.416666666666668
User #23893,7.333333333333331
User #23893,7.583333333333331
User #23893,8.083333333333332
User #23893,7.583333333333331
User #23893,4.5
User #23893,8.0
User #23893,7.583333333333331
User #23893,8.166666666666668
User #23914,9.0
User #23914,8.583333333333332
User #23914,9.0
User #23914,8.833333333333332
User #23914,8.333333333333332
User #23914,9.166666666666668
User #23914,9.166666666666668
User #23914,9.25
User #23914,6.25
User #23914,10.0
User #23914,6.416666666666669
User #23914,6.25
User #23914,10.0
User #23914,8.25
User #23914,9.75
User #23914,10.166666666666668
User #23914,9.25
User #23914,5.833333333333332
User #23914,9.833333333333332
User #23914,6.833333333333331
User #23914,10.416666666666668
User #23914,9.75
User #23914,7.666666666666668
User #23914,6.666666666666668
User #23914,9.75
User #23914,9.25
User #23914,10.166666666666668
User #23914,7.416666666666669
User #23914,9.5
User #23914,6.25
User #23914,9.5
User #23914,9.833333333333332
User #23914,8.583333333333332
User #23914,9.416666666666668
User #23914,8.5
User #23914,9.333333333333332
User #23914,10.25
User #23914,9.833333333333332
User #23914,7.833333333333331
User #23914,9.333333333333332
User #23914,9.25
User #23914,9.0
User #23914,10.833333333333332
User #23914,8.833333333333332
User #23914,8.833333333333332
User #23914,8.833333333333332
User #23914,9.166666666666668
User #23914,6.083333333333332
User #23914,9.666666666666668
User #23914,9.083333333333332
User #23914,9.416666666666668
User #23914,8.416666666666668
User #23914,9.583333333333332
User #23921,7.75
User #23921,7.5
User #23921,8.5
User #23921,6.666666666666669
User #23921,10.416666666666668
User #23921,8.25
User #23921,2.916666666666668
User #23921,9.583333333333332
User #23921,8.333333333333332
User #23921,9.0
User #23921,8.0
User #23921,7.25
User #23921,9.916666666666668
User #23921,8.25
User #23921,8.333333333333332
User #23921,9.833333333333332
User #23921,8.833333333333332
User #23921,7.833333333333331
User #23921,9.083333333333332
User #23921,8.333333333333332
User #23921,8.25
User #23921,8.083333333333332
User #23921,8.25
User #23921,8.75
User #23921,9.0
User #23921,8.5
User #23921,7.5
User #23921,8.75
User #23921,7.75
User #23921,9.25
User #23921,8.25
User #23921,8.75
User #23921,8.25
User #23921,9.333333333333332
User #23921,8.0
User #23921,7.25
User #23921,7.583333333333331
User #23921,8.25
User #23921,8.5
User #23921,6.0
User #23921,7.75
User #23921,9.0
User #23921,8.333333333333332
User #23921,10.25
User #23921,8.333333333333332
User #23921,8.666666666666668
User #23921,5.5
User #23921,9.75
User #23921,8.166666666666668
User #23921,6.083333333333332
User #23921,10.75
User #23921,7.5
User #23921,8.75
User #23924,9.75
User #23924,7.583333333333331
User #23924,9.583333333333332
User #23924,7.083333333333331
User #23924,7.583333333333331
User #23924,7.5
User #23924,7.25
User #23924,10.416666666666668
User #23924,7.833333333333331
User #23924,7.0
User #23924,7.25
User #23924,9.233333333333334
User #23924,10.583333333333332
User #23924,8.0
User #23924,7.833333333333331
User #23924,6.833333333333331
User #23924,6.333333333333332
User #23924,7.583333333333332
User #23924,10.333333333333332
User #23924,10.083333333333332
User #23924,5.916666666666668
User #23924,8.5
User #23924,7.75
User #23924,8.333333333333332
User #23924,7.833333333333332
User #23924,9.583333333333332
User #23924,8.583333333333332
User #23924,9.75
User #23924,8.583333333333332
User #23924,7.583333333333331
User #23924,7.083333333333331
User #23924,8.666666666666668
User #23924,6.666666666666669
User #23924,8.416666666666668
User #23924,7.583333333333332
User #23924,7.0
User #23924,8.5
User #23924,8.083333333333332
User #23924,7.833333333333331
User #23924,8.75
User #23924,8.0
User #23924,8.0
User #23924,7.083333333333331
User #23924,7.75
User #23924,5.333333333333332
User #23924,4.166666666666668
User #23924,9.833333333333332
User #23924,8.833333333333332
User #23924,7.5
User #23924,7.5
User #23924,8.5
User #23953,6.0
User #23953,7.0
User #23953,8.0
User #23953,7.0
User #23953,8.75
User #23953,9.25
User #23953,7.75
User #23953,10.0
User #23953,7.666666666666669
User #23953,8.0
User #23953,8.5
User #23953,6.916666666666669
User #23953,10.25
User #23953,9.75
User #23953,6.75
User #23953,7.0
User #23953,7.25
User #23953,6.0
User #23953,6.5
User #23953,5.5
User #23953,7.0
User #23953,4.5
User #23953,7.416666666666669
User #23953,7.583333333333332
User #23953,8.25
User #23953,8.25
User #23953,9.5
User #23953,7.75
User #23953,8.0
User #23953,9.0
User #23953,8.25
User #23953,7.666666666666669
User #23953,7.25
User #23953,9.25
User #23953,9.5
User #23953,8.75
User #23953,7.75
User #23953,9.25
User #23953,8.25
User #23953,8.25
User #23953,6.5
User #23953,7.5
User #23953,8.75
User #23953,8.0
User #23953,5.75
User #23953,7.25
User #23953,6.666666666666668
User #23953,4.083333333333332
User #23953,8.0
User #23953,8.25
User #23953,8.75
User #23961,10.416666666666668
User #23961,7.166666666666669
User #23961,7.883333333333333
User #23961,8.216666666666665
User #23961,6.466666666666666
User #23961,5.916666666666668
User #23961,6.916666666666668
User #23961,5.916666666666668
User #23961,7.0
User #23961,6.483333333333334
User #23961,8.416666666666668
User #23961,6.966666666666666
User #23961,7.416666666666669
User #23961,6.966666666666666
User #23961,8.416666666666668
User #23961,4.966666666666665
User #23961,6.916666666666669
User #23961,6.666666666666669
User #23961,6.416666666666669
User #23961,6.5
User #23961,7.666666666666669
User #23961,7.416666666666669
User #23961,6.966666666666666
User #23961,6.833333333333331
User #23961,7.666666666666669
User #23961,6.916666666666669
User #23961,6.416666666666669
User #23961,8.416666666666668
User #23961,9.166666666666668
User #23961,6.916666666666669
User #23961,5.916666666666668
User #23961,7.166666666666669
User #23961,6.916666666666669
User #23961,7.966666666666666
User #23961,5.916666666666668
User #23961,8.333333333333332
User #23961,7.333333333333331
User #23961,9.166666666666668
User #23961,8.916666666666668
User #23961,7.666666666666669
User #23961,5.166666666666668
User #23961,9.416666666666668
User #23961,7.833333333333331
User #23961,7.916666666666669
User #23961,7.416666666666669
User #23961,9.583333333333332
User #23961,6.416666666666669
User #23961,5.916666666666668
User #23961,9.416666666666668
User #23961,5.916666666666668
User #23961,6.666666666666669
User #23961,7.916666666666669
User #23982,8.75
User #23982,5.75
User #23982,9.0
User #23982,9.166666666666668
User #23982,10.166666666666668
User #23982,6.5
User #23982,10.0
User #23982,7.75
User #23982,8.166666666666668
User #23982,9.0
User #23982,8.5
User #23982,9.25
User #23982,7.666666666666669
User #23982,9.25
User #23982,8.833333333333332
User #23982,6.583333333333331
User #23982,8.25
User #23982,11.5
User #23982,7.916666666666668
User #23982,7.083333333333331
User #23982,9.833333333333332
User #23982,8.166666666666668
User #23982,9.0
User #23982,6.5
User #23982,8.75
User #23982,8.25
User #23982,7.5
User #23982,8.666666666666668
User #23982,8.666666666666668
User #23982,8.0
User #23982,9.25
User #23982,8.916666666666668
User #23982,8.333333333333332
User #23982,8.0
User #23982,7.0
User #23982,7.333333333333331
User #23982,8.75
User #23982,8.25
User #23982,7.75
User #23982,7.5
User #23982,7.416666666666669
User #23982,9.5
User #23982,8.416666666666668
User #23982,8.416666666666668
User #23982,8.5
User #23982,9.083333333333332
User #23982,8.166666666666668
User #23982,8.75
User #23982,8.0
User #23982,6.666666666666669
User #23982,9.416666666666668
User #23982,8.166666666666668
User #23982,8.583333333333332
User #23982,7.916666666666669
User #23982,8.25
User #23982,8.0
User #23983,7.25
User #23983,6.666666666666669
User #23983,8.916666666666668
User #23983,8.916666666666668
User #23983,9.416666666666668
User #23983,8.166666666666668
User #23983,8.416666666666668
User #23983,9.166666666666668
User #23983,8.416666666666668
User #23983,7.916666666666669
User #23983,8.5
User #23983,8.583333333333332
User #23983,8.083333333333332
User #23983,8.0
User #23983,6.25
User #23983,6.5
User #23983,7.5
User #23983,7.833333333333331
User #23983,9.583333333333332
User #23983,8.166666666666668
User #23983,8.666666666666668
User #23983,8.75
User #23983,6.5
User #23983,8.083333333333332
User #23983,7.25
User #23983,8.0
User #23983,8.916666666666668
User #23983,8.75
User #23983,9.083333333333332
User #23983,7.75
User #23983,8.166666666666668
User #23983,8.416666666666668
User #23983,9.0
User #23983,9.25
User #23983,7.75
User #23983,6.416666666666669
User #23983,8.583333333333332
User #23983,8.5
User #23983,7.333333333333331
User #23983,9.25
User #23983,8.333333333333332
User #23983,8.75
User #23983,8.083333333333332
User #23983,7.5
User #23983,7.5
User #23983,8.5
User #23983,9.25
User #23983,9.083333333333332
User #23983,8.083333333333332
User #23983,9.5
User #23983,8.833333333333332
User #23983,9.5
User #23983,8.25
User #23985,8.75
User #23985,8.916666666666668
User #23985,7.083333333333331
User #23985,7.5
User #23985,5.0
User #23985,8.75
User #23985,9.25
User #23985,9.416666666666668
User #23985,9.416666666666668
User #23985,7.75
User #23985,7.75
User #23985,7.0
User #23985,8.75
User #23985,9.75
User #23985,8.416666666666668
User #23985,7.75
User #23985,8.0
User #23985,8.0
User #23985,9.75
User #23985,8.75
User #23985,9.5
User #23985,6.5
User #23985,8.75
User #23985,8.5
User #23985,8.0
User #23985,7.25
User #23985,8.75
User #23985,6.0
User #23985,8.916666666666668
User #23985,9.5
User #23985,8.416666666666668
User #23985,8.0
User #23985,8.0
User #23985,8.583333333333332
User #23985,8.75
User #23985,8.75
User #23985,8.0
User #23985,9.083333333333332
User #23985,10.25
User #23985,10.5
User #23985,6.583333333333331
User #23985,9.0
User #23985,9.333333333333332
User #23985,9.083333333333332
User #23985,9.0
User #23985,9.25
User #23985,9.083333333333332
User #23985,7.5
User #23985,9.5
User #23985,8.833333333333332
User #23985,8.25
User #23985,9.25
User #23985,7.0
User #23995,8.5
User #23995,9.0
User #23995,9.166666666666668
User #23995,10.416666666666668
User #23995,7.416666666666669
User #23995,7.416666666666669
User #23995,10.25
User #23995,6.916666666666669
User #23995,11.166666666666668
User #23995,9.916666666666668
User #23995,9.916666666666668
User #23995,9.416666666666668
User #23995,9.416666666666668
User #23995,7.166666666666669
User #23995,10.916666666666668
User #23995,7.916666666666669
User #23995,9.416666666666668
User #23995,8.75
